 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
120.203125,46.33056486,0.180942755,0.136426627,6.331939799,29.68152049,5.171432525,27.92035234,0
130.2265625,47.15105627,0.000401493,0.02598997,9.474080268,38.78031985,4.101769556,15.87789874,0
123.7109375,49.39717103,0.028392948,-0.274334322,4.110367893,24.02032708,7.044723014,54.05241061,0
114.609375,44.49301813,0.222022572,0.36638068,1.034280936,13.0537093,14.60075681,228.7225171,0
123.5,47.51611569,-0.130485454,-0.054323171,1.998327759,13.75161884,10.16839512,133.3209477,0
36.8828125,32.89510343,4.177538111,21.19882157,91.65133779,75.97207069,0.418538803,-0.744468025,1
125.6953125,54.82138021,0.110789494,-0.226035116,4.816053512,27.56693787,6.444513341,43.34738762,0
112.7265625,41.67821577,0.78573812,1.068663034,2.725752508,17.78269157,9.737780145,108.8598966,0
103.875,46.86283175,0.432997768,0.301744747,117.25,72.14273205,-0.184664862,-0.795216483,0
105.7109375,52.74883772,0.330683906,-1.75E-05,0.87458194,11.08779148,18.51402708,385.0692476,0
126,66.49471314,-0.14200562,-0.936392161,118.3235786,91.53156964,-0.300457387,-1.607770277,0
136.53125,52.24490667,0.038066317,-0.523901759,1.989130435,16.40847879,10.03744893,116.1723917,0
101.40625,50.43861329,0.455901759,0.148143243,4.346153846,24.10166407,6.901383066,53.95571305,0
105.59375,45.89482499,0.090410376,-0.004089162,2.213210702,13.66765802,9.672221086,127.4512507,0
108.7421875,47.58910164,0.462444242,0.245138892,17.37959866,51.98174414,2.84873868,6.628034558,0
118.5078125,63.72021315,0.239143736,-0.758210683,2.222408027,15.13867998,11.08387786,149.5217452,0
85.4609375,51.88778492,0.70713993,0.415418048,26.33277592,56.48789756,2.041762643,2.829611217,0
88.96875,40.01072854,0.81622932,1.834706305,42.59698997,71.08033839,1.447495762,0.695168966,0
122.375,56.8455968,0.095076066,-0.785534621,4.688963211,25.08654409,5.958717262,38.13291781,0
90.7265625,42.01501124,0.551499805,1.114538492,4.698996656,24.96679465,6.133146911,40.54420728,0
105.3828125,58.51483801,0.38863952,-0.457270352,4.883779264,28.3372376,6.826918677,47.83309422,0
111.609375,56.32096002,0.209302874,-0.462693978,3.801003344,20.42640429,6.677222739,51.25041891,0
78.875,42.01989856,0.815958213,1.392867977,16.23913043,53.79009439,3.191435478,8.647048948,0
71.5,39.77200649,0.928797243,2.604214612,2.95735786,18.68603527,8.4478196,81.36039974,0
98.40625,51.29075171,0.421885323,-0.158078573,3.683946488,23.99659486,7.378553667,57.7714801,0
125.28125,52.91442642,0.044981306,-0.540103095,2.203177258,14.26662112,12.0011793,179.1856143,0
90.6640625,44.55251069,0.375627053,0.338482623,3.04180602,18.37435662,8.070323526,76.29889437,0
124.4296875,50.70128259,0.310783684,-0.125696908,10.97826087,37.92367615,3.656632634,13.19976313,0
120.125,52.53927103,0.144640393,-0.205572132,8.824414716,36.89994978,4.618216746,21.16779729,0
177.7421875,51.8102376,-1.310079962,1.410906778,203.8177258,60.17895737,-2.007731698,3.608159835,0
102.9453125,44.38068777,0.187335759,0.189317931,2.537625418,15.06666643,9.494926779,116.6981335,0
121.2578125,49.84354367,0.256007433,-0.034193173,1.097826087,11.47294164,14.44873964,252.3133722,0
106.6875,39.80141133,0.244711443,0.890554595,1.403846154,11.55769092,13.08989841,225.2081227,0
128.3046875,51.03515311,-0.268941629,-0.1139143,2.441471572,14.13477007,9.12231899,113.5200297,0
140.0859375,51.74622984,-0.207073027,-0.273615939,2.382943144,14.16401217,9.416811884,117.0651808,0
93.828125,34.49028608,0.53765371,2.632332116,1.097826087,12.76018691,13.72581184,211.7186795,0
88.515625,36.95816562,0.638042654,2.003094035,1.339464883,11.38098871,13.46506939,238.679439,0
76.390625,36.80421901,0.88352507,3.122740946,8.984949833,33.55719085,4.068192411,16.89347977,0
125.765625,52.55421076,0.022741094,-0.266224969,28.58361204,55.13650314,1.777837371,2.018603685,0
97.515625,41.04589359,0.255559988,0.793262123,2.16638796,14.11259929,10.01558154,130.5370071,0
95.140625,38.84277892,0.65652135,1.963029135,1.16638796,13.74206639,13.67665543,201.9574934,0
121.0546875,49.68106225,-0.101902712,-0.024235457,4.344481605,27.12257069,7.090717469,52.27918641,0
121.1015625,42.49702928,0.236478749,-0.035706116,2.572742475,15.28285899,8.721703719,98.9751082,0
126.8515625,44.13829294,0.258323372,0.608079962,1.579431438,11.187646,13.58010855,251.318144,0
135.171875,50.20693263,-0.09513252,-0.332389963,57.92976589,81.65758766,0.871114825,-0.984605537,0
113.515625,52.72644385,0.410962049,-0.311022532,3.266722408,17.57301813,7.135802642,63.39535468,0
129.9296875,52.11318565,0.17783901,-0.278631949,2.555183946,15.8102079,8.941180403,99.33153374,0
141.203125,46.69621896,-0.136353953,-0.132851195,2.276755853,14.2489627,10.19991604,135.3042819,0
103.171875,49.65586404,0.506413248,0.220922928,6.971571906,34.76116593,4.970045137,23.65998906,0
108.765625,47.63606899,0.048159744,0.174873548,10.58946488,40.84827366,4.045757614,15.73435561,0
126.640625,45.4884488,0.099652709,0.251672875,1.997491639,18.64962525,10.59525135,118.2226386,0
122.28125,51.49073604,-0.050958491,-0.332310115,17.95735786,54.00240631,2.802043815,6.22985343,0
32.8671875,44.12524276,2.532312287,6.453996205,94.65301003,79.13740115,0.576738892,-0.956042923,1
128.0546875,60.69085452,-0.00162815,-0.688902718,13.55100334,46.45319766,3.364178468,10.0953513,0
114.6640625,47.5187919,0.103979214,-0.018457874,2.885451505,21.27690716,8.311412859,73.53109899,0
79.1484375,47.3128038,1.484287236,3.407429339,28.75668896,63.5653628,2.211150488,3.656578708,1
145.40625,50.00475563,-0.27204904,-0.087419275,1.397993311,11.86337198,14.37380054,258.1662205,0
121.0625,43.56169296,0.231355366,0.296926062,4.674749164,21.68099667,6.224673688,45.72258648,0
135.2265625,53.26264739,-0.138332971,-0.139093394,1.557692308,11.59233036,12.92173496,223.9904126,0
114.2734375,54.60335882,0.223076663,-0.262916647,5.550167224,30.04828876,5.663475719,31.93144181,0
61.3984375,41.71917647,2.069210316,6.344919248,53.57107023,75.01623547,1.208300966,0.236256073,1
124.7734375,44.40583697,0.435207631,0.429988091,2.113712375,13.91873617,9.45691623,119.1211603,0
133.8984375,45.56740197,-0.055867475,0.159990539,91.60785953,101.2511327,0.332292826,-1.71192464,0
96.0546875,44.87087526,0.628731308,1.502872415,3.22993311,20.8916573,7.218363262,56.65992096,0
108.46875,46.18930773,0.340689429,0.62493078,1.919732441,14.16134613,9.91848645,123.554308,0
118.1875,46.37512635,0.331460316,0.261728035,2.015050167,14.21142697,9.524859756,116.3680246,0
112.9765625,52.03986826,0.203281281,-0.298783601,10.12040134,39.32916427,4.256547127,18.26193803,0
88.8125,41.92417821,0.463973301,1.159578528,2.085284281,12.47195184,10.55218509,161.9014142,0
95.3671875,32.99665492,0.664346636,3.486008333,4.819397993,24.69040729,6.144669305,41.17888987,0
116.3046875,45.85073585,0.399116922,0.846143546,1.850334448,13.16051565,10.99824319,155.6825414,0
119.9609375,47.58288859,0.311471185,-0.178351612,1.012541806,12.61571232,14.34482302,228.4421706,0
118.28125,47.95520982,0.049466148,-0.215712049,1.072742475,13.3150866,14.05760653,211.9565655,0
123.8828125,51.01954605,0.273727094,-0.110031473,2.717391304,18.58017244,10.24648775,117.7336511,0
158.7421875,43.10656238,-0.378492935,0.493759826,25.38210702,60.25864249,2.127381674,2.942226962,0
121.6015625,47.38000301,-0.064972624,-0.085214672,2.695652174,16.68499259,9.048906399,99.48978284,0
117.234375,52.1833433,0.37001298,-0.071931153,2.276755853,13.89001813,9.638634521,124.4695207,0
89.7421875,42.68255756,0.735457343,1.376764854,2.64632107,19.92157269,8.319452308,73.96848569,0
101.84375,41.38584403,0.305102093,0.604503646,2.785953177,20.62812161,9.30013409,93.72305065,0
76.5,39.1238019,0.681697425,2.181373648,7.546822742,35.19323601,4.892129495,23.7936633,0
143.2578125,50.85629971,-0.227542776,-0.088708221,1.673076923,11.85070074,12.2053217,203.8388841,0
124.7265625,48.0189928,0.252168026,0.196495823,2.549331104,21.40300688,8.759057529,78.20906415,0
95.3671875,45.34225249,0.742338219,1.309664351,25.07441472,42.93434726,1.516937446,1.262354826,0
117.15625,53.1206524,0.168471188,-0.093348544,1.900501672,12.04614732,11.00978326,179.4612234,0
110.7109375,55.36514477,0.373183533,-0.359802363,119.3177258,92.42821161,-0.299912579,-1.601473515,0
118.0859375,53.30616571,0.265434379,-0.411314519,5.362876254,23.00985887,5.811433605,40.91087543,0
98.921875,47.33071964,0.527571553,0.39279928,2.512541806,14.89895767,9.30961672,113.0357873,0
125.734375,47.40277622,0.259212332,0.001899812,1.988294314,18.49572481,10.42068007,113.9856504,0
110.7578125,54.31012597,0.169977071,-0.564227383,1.559364548,16.17361867,13.23143838,189.0253296,0
101.8203125,43.00716394,0.427017125,0.733569865,16.46488294,54.70565449,3.20180796,8.610496179,0
75.1640625,37.05713016,0.795076518,2.875512424,8.95819398,36.412399,4.605350469,21.47460046,0
110.0703125,50.98593305,0.33572402,-0.318783915,5.086120401,25.91354499,5.928902087,38.71465662,0
101.5078125,41.66852006,0.207396092,0.366994265,3.378762542,20.62719372,8.099830893,71.63292347,0
98.796875,41.31705901,0.870577648,1.592930548,3.77090301,19.88884722,7.811482581,74.61732695,0
136.203125,49.79306543,-0.066644564,-0.378287339,6.879598662,33.40023659,4.979472864,24.31406958,0
96.296875,39.0225014,0.434789167,1.449524112,1.233277592,14.228778,12.58254231,169.4130981,0
122.6171875,44.84158246,-0.151880892,0.136976193,2.85367893,16.79941157,9.695836831,116.9035065,0
85.9609375,44.7832283,0.790272555,1.427598655,35.62123746,66.81649745,1.617705962,1.10588266,1
149.8203125,51.44861417,-0.164474931,-0.072422437,2.576086957,14.6029409,8.737733452,103.5868402,0
114.453125,48.31664105,0.270625241,0.28560422,4.076923077,23.95691721,6.697420303,47.93294284,0
132.3984375,48.2961793,-0.147034925,0.022783604,1.826923077,18.68031472,10.73325088,116.8001432,0
122.578125,51.53785159,0.275434304,-0.422357514,1.391304348,13.48543341,12.46745639,179.6732358,0
108.421875,40.99268406,0.434977566,1.015834672,1.822742475,11.37291351,12.36426649,223.8590822,0
99.46875,46.04497419,0.740929697,1.138326373,1.051839465,14.01607969,14.60252312,222.9412708,0
141.28125,43.54432682,-0.077555837,-0.091268595,2.213210702,15.38134624,9.80429499,118.1174687,0
159.8203125,38.65359653,-0.521790824,1.525609484,65.2826087,82.08370431,0.592340417,-1.416685427,0
109.9921875,41.67142608,0.217334756,0.344098864,2.068561873,15.22875674,10.82676739,141.0267865,0
120.7890625,49.19074042,0.042978124,-0.082511234,6.772575251,31.61169797,5.275963169,28.47968779,0
99.625,43.35644416,0.465581831,0.751944888,11.74665552,38.10569086,3.22138601,9.386968869,0
118.734375,45.22400572,0.123505621,0.270101389,1.223244147,10.54237324,15.04908022,303.7941438,0
73.015625,35.62587376,1.034238723,4.099756873,1.751672241,18.04998742,10.84984462,121.4598511,0
118.5703125,50.95934096,0.390329501,0.146779856,1.706521739,13.65398949,10.71727846,141.4267503,0
125.7421875,42.41927003,0.252812583,0.459472868,9.95819398,40.60182614,4.177913432,16.62374484,0
112.015625,52.78331063,0.303547826,-0.046407333,3.439799331,20.3496745,7.374986696,61.96634719,0
88.6484375,43.32121843,0.48579832,0.91445327,4.25,23.3119791,6.117913582,40.22654898,0
115.4296875,43.24723322,0.495693235,0.951177274,1.662207358,14.31985115,11.37657394,152.7242637,0
97.859375,40.4858645,0.482313739,1.229244783,1.372073579,15.04156524,11.95906614,152.7848578,0
124.7109375,47.27696855,-0.07056585,-0.325157953,111.006689,94.28209622,-0.217793231,-1.780787607,0
125.3515625,44.59165243,0.16114885,0.149497965,2.030936455,15.511347,9.348715235,104.0399099,0
118.8671875,40.38938813,0.007251933,0.94304977,2.575250836,14.09856095,9.037511677,114.8597988,0
49.3203125,42.95108657,2.889817305,10.13987132,39.48913043,65.16607841,1.57437565,1.396720202,1
94.21875,34.62227821,0.35095498,2.800054868,2.695652174,18.29828147,8.977254742,91.15949771,0
95.703125,41.36241489,0.437251151,0.995482704,0.843645485,11.27735477,16.92514184,325.1223825,0
133.7890625,54.20586516,-0.163433662,-0.307999271,6.515050167,30.97580684,5.323020823,29.61173953,0
134.375,53.37719551,-0.309115881,-0.309291636,41.90217391,75.70805987,1.368775028,0.066871191,0
102.40625,41.1583143,0.346156176,0.514536777,1.954849498,13.11594685,10.68223364,151.5824466,0
107.234375,47.89955055,0.229241953,-0.273157973,2.269230769,14.23375409,10.20409574,134.139027,0
113.5390625,58.86583028,0.142923489,-0.656800942,2.846989967,18.87073169,9.595282015,100.996624,0
78,83.79690851,1.070876299,-0.632872049,158.9331104,77.06197094,-1.227875829,-0.062562216,1
53.5859375,37.68154541,2.988958521,10.74878445,32.97826087,65.39939959,2.042710545,3.116334488,1
104.84375,42.23436055,0.446604259,0.959919154,0.902173913,12.06433265,17.18893519,325.738736,0
104.6015625,39.89093331,0.405495164,1.072024987,9.506688963,37.31098346,4.332506638,18.96933291,0
144.7109375,43.73770405,-0.258532031,0.08580109,2.135451505,14.24270208,10.53217108,141.1217023,0
117.078125,59.35836733,0.146982819,-0.463014604,1.468227425,14.46919784,12.28357567,173.7445371,0
35.640625,30.09794801,4.800069685,28.05925576,24.90301003,53.78264156,2.463464358,5.68723356,1
123.0234375,47.95659901,0.185908184,0.16346799,1.008361204,12.25352029,15.17703599,257.2234159,0
114.4296875,53.26242279,0.023405055,-0.192280491,1.081939799,14.55470507,14.810531,228.4538731,0
49.7890625,32.88418416,4.120287528,21.25317784,23.17474916,50.50916733,2.635813519,6.925677637,1
13.109375,32.64085687,5.767084535,34.25098571,57.39715719,69.40855218,0.98369996,0.041374355,1
36.71875,31.0568877,4.706016931,27.32536362,20.43060201,50.84288903,2.801663986,7.450339955,1
19.7890625,31.06385871,5.789227339,35.5201054,58.11371237,66.80839507,1.000054803,0.153420153,1
113.828125,51.0543689,0.243040185,-0.045475218,4.408862876,25.0190741,6.254938106,40.68958564,0
7.796875,33.05969019,6.139090075,38.70819796,109.1254181,55.704857,0.68269248,-0.374732984,1
6.265625,31.53531859,6.141778095,39.07830612,135.0200669,55.57571531,0.260256506,-0.917726214,1
80.8984375,42.97634521,0.812331643,1.431670815,1.921404682,14.37664087,11.63006196,167.2872583,0
10.015625,30.85601248,6.180543919,39.75576706,100.2065217,74.32885883,0.27344841,-1.063817954,1
72.5859375,35.65974782,1.046063486,4.170133254,1.935618729,18.21710493,10.45561386,115.2874811,0
100.875,47.84382144,0.493501349,0.497478381,3.18645485,19.51663857,9.355866733,103.2454275,0
112.9140625,50.37934648,0.265638353,-0.114228915,1.31270903,14.66262303,12.76443494,175.5621081,0
121.5625,51.17734942,0.000227257,0.156868624,1.952341137,15.34252957,10.08672953,119.3436053,0
58.015625,34.10782177,2.355965584,9.184122277,22.63294314,53.90701661,2.518534974,5.524968445,1
99.46875,45.17188311,0.414604811,0.550365963,3.676421405,23.40075062,7.231930422,56.22898475,0
115.5078125,48.40228496,0.233385728,-0.040901528,2.215719064,13.25200636,9.803138002,135.1139218,0
119.9453125,44.76541435,-0.01117612,0.450822406,0.908026756,12.9392678,15.95817822,272.05738,0
123.609375,42.54377054,-0.003782572,0.404192105,2.954013378,18.76528297,7.959545277,72.7593846,0
107.640625,45.05790274,0.152391569,0.25557881,3.653010033,22.88291777,6.830017383,49.15764963,0
122.0546875,53.09356549,-0.0473126,-0.442223755,6.267558528,32.45563451,5.409502184,29.06438508,0
100.515625,36.16541519,0.466885198,1.793368487,1.0409699,13.20303858,16.13954019,280.3139849,0
107.8203125,56.95220496,0.313189007,-0.463708986,4.454849498,28.02394703,6.631726752,44.34911766,0
128.046875,58.41431484,-0.053962694,-0.710290938,2.629598662,16.74735821,8.295720084,83.42137487,0
37.578125,34.13933064,4.383129956,22.73569799,31.28093645,57.28536796,2.07995359,3.765242793,1
43.6015625,35.22546572,4.110300953,20.05993849,33.63712375,58.70807058,1.96021624,3.241681938,1
87.03125,47.94282687,0.849243876,0.627075214,1.934782609,15.09044397,11.6356751,162.4277873,0
89.4375,40.02045375,0.632412945,1.544752713,3.816053512,24.70473686,7.099364132,52.46122835,0
109.265625,41.47579949,0.250427896,0.377768965,10.37541806,40.12458063,3.958871905,14.8362423,0
126.96875,57.09079084,0.204108755,-0.622415132,4.147157191,23.4774513,7.946445859,69.24791531,0
132.4765625,48.43551848,-0.254866985,-0.41336821,1.688963211,13.57551327,10.9207674,146.0245159,0
126.2109375,47.66446074,0.252781921,-0.060405984,2.156354515,12.83317717,10.4194693,153.636257,0
133.625,45.82695031,-0.010362714,0.328606966,1.870401338,16.05719585,10.44920328,123.3133533,0
63.8203125,40.02097762,1.123180383,2.912521546,1.327759197,12.61798891,12.92099626,201.1263776,0
103,41.48192377,0.387316234,0.888209657,11.61287625,36.87173558,3.122255812,8.775985787,0
21.3828125,45.20459066,3.767349993,14.01025025,97.87792642,61.94282195,0.396818617,-0.438507576,1
115.0703125,52.80435345,0.068282763,-0.404922283,100.3779264,94.36445207,0.199350358,-1.63460597,0
109.109375,40.53995606,0.137628669,0.583859754,2.507525084,13.54383853,9.223733299,122.842867,0
92.2734375,48.09913507,0.644207068,0.152138346,1.70819398,15.77854582,11.06239072,136.0129815,0
97.3125,38.28526765,1.201549111,2.972211693,1.785117057,12.31151455,11.77714906,185.2641987,1
106.1328125,44.07829878,0.976642674,1.611317209,2.535117057,17.56210968,10.51112844,126.9669822,0
153.1953125,48.99107996,-0.221494569,-0.11413839,2.410535117,19.33975897,9.807413863,105.7648388,0
150.390625,45.65482491,-0.285938738,0.162233995,2.570234114,19.49052382,9.205196726,92.70882657,0
92.6484375,40.85293553,0.575024804,0.856578809,1.676421405,15.41742963,10.65661317,126.0824837,0
127.5703125,38.26994651,0.22612901,1.972821261,31.11705686,66.15966809,1.832828613,1.698899538,1
133.6171875,51.97116404,0.034909449,-0.331804504,2.87458194,16.11105863,8.214414885,86.65019962,0
117.8046875,53.19555001,0.42609076,-0.289259558,3.614548495,22.47022011,8.568620951,79.18133127,0
101.8984375,55.00509065,0.583071552,0.038410846,4.138795987,24.73868377,7.635052691,60.74430091,0
119.390625,40.34349281,0.123295192,0.314198728,4.08277592,24.36475203,6.722122718,47.87803954,0
114.2890625,45.10996154,0.161360426,0.084419076,3.143812709,18.1677722,7.859491656,73.64585786,0
138.953125,41.16029249,-0.279317642,0.928206308,1.557692308,16.12589007,11.47146779,139.8364609,0
124.6328125,50.57217477,0.149706295,-0.324914925,1.870401338,12.89911045,11.11379802,164.865436,0
115.78125,48.15241711,0.170699268,-0.072645839,2.268394649,16.47626359,10.0074052,115.7066643,0
134.96875,49.68949485,-0.00051984,-0.044021246,3.893812709,20.30946849,6.701622954,52.80170195,0
143.5703125,47.38335738,-0.180949222,0.195679648,2.492474916,17.21706133,8.424177121,82.97216752,0
93.0859375,51.14944821,1.298184844,1.792965793,126.8704013,97.17698793,-0.160468153,-1.586368761,1
127.359375,49.21679312,0.12148122,-0.041898015,0.846153846,11.65242494,16.22109802,290.824518,0
142.6171875,46.57824752,-0.293798064,0.071820277,2.183946488,18.11075947,9.289399174,93.40048109,0
109.9375,53.20152577,0.265362845,-0.277569844,2.053511706,14.00646576,10.44384605,138.4049325,0
69.90625,41.74970762,2.148702629,6.438614516,27.93227425,67.67510123,2.286553135,3.615612813,1
106.359375,45.89623731,0.534598362,0.307445151,10.41471572,39.49961158,3.841494739,13.87820057,0
92.625,41.02609688,0.501778173,1.248359552,1.906354515,17.95026368,10.88870812,125.6053695,0
126.703125,46.28518246,0.015778515,0.07659233,5.513377926,28.64703878,5.436349629,29.75002379,0
128.8828125,48.80359571,0.188491664,0.031535814,4.260869565,26.40402904,6.967467628,50.25393304,0
118.0390625,36.17630491,0.373326109,1.711139757,2.178093645,17.17188985,9.983023816,113.6424732,0
124.2109375,48.37639732,0.066460868,-0.181751348,6.282608696,29.14317784,5.273447095,28.89463461,0
118.5546875,54.15715104,0.090423383,-0.54995109,4.018394649,25.71101939,6.97598199,50.0972765,0
124.4609375,49.22142292,-0.152559224,-0.306960686,3.237458194,21.72572574,7.338810983,56.9232601,0
128.546875,45.38117371,-0.133429617,-0.281781194,5.691471572,29.96499007,5.556640101,31.01647182,0
107.703125,44.72631345,0.372695909,0.390774775,2.598662207,17.14504711,8.498741192,85.01391793,0
124.7421875,62.55013565,0.108333984,-0.971102403,57.32441472,86.13998547,0.984588969,-0.844287535,0
123.53125,54.47948833,0.17132872,-0.383514515,3.025919732,16.64342239,8.285539937,88.02772375,0
110.5625,51.70072382,0.40563614,0.112888262,0.93812709,12.34134842,16.20865178,289.2134088,0
118.109375,42.51419512,0.109692681,0.325104788,2.298494983,14.43658829,9.586309765,117.3193462,0
101.09375,47.49628892,0.175375377,-0.11188679,3.130434783,20.29658134,7.942575969,70.32399394,0
87.4375,38.78642441,0.711882257,1.740349164,0.827759197,10.06552605,18.56202814,404.7767284,0
107.6484375,32.60789538,0.205378008,2.919476047,1.464046823,16.15589432,11.91033262,149.2127232,0
108.9296875,58.95101033,0.453824695,-0.356388529,21.83361204,58.32100284,2.415107134,4.154697959,0
87.6171875,39.25838308,0.441723652,1.409039597,3.570234114,23.30862265,7.356127343,56.65847624,0
101.921875,52.55839154,0.37234685,0.216206004,3.783444816,23.56150622,7.121887919,53.93785863,0
45.4921875,43.49730525,3.033387283,9.43170166,46.80351171,67.90771099,1.360775488,0.839947048,1
29.203125,28.97718914,6.338635552,44.28826479,48.89882943,58.77825769,1.750623628,2.735024941,1
116.953125,49.92257433,-0.061964114,-0.034344925,3.158026756,17.83928467,7.51121715,69.74297982,0
109.3125,46.68022032,0.327221638,0.331715363,4.035117057,23.07086156,7.05660261,54.69382637,0
48.328125,48.31118358,3.173766502,9.525356912,47.38963211,69.05985015,1.365999822,0.773646881,1
113.6875,50.11233475,-0.01250506,-0.457149871,4.064381271,24.1653315,6.761699336,49.31391266,0
100.3046875,55.23013763,0.496756435,0.016976931,44.68311037,76.1226836,1.388870408,0.318010224,0
40.5,32.375,4.164566562,20.67360417,36.92140468,60.11308054,1.822866747,2.788196401,1
111.3359375,40.42223965,0.19117728,0.485737066,2.556856187,16.44589624,9.194547294,102.8602456,0
119.375,37.16180835,0.218191385,1.257367514,4.87458194,28.47602388,6.36635425,41.6409313,0
119.171875,38.16803092,0.168472217,0.989998809,1.472408027,14.84152882,11.65793486,149.4017997,0
112.8984375,55.3714502,0.105223619,-0.420448892,26.65886288,63.70801664,2.078405219,2.565587521,0
130.6484375,49.76312481,-0.108507474,-0.475103702,3.980769231,21.23114071,6.989964363,55.28489273,0
134.7109375,44.29608341,0.191711534,0.308237411,2.70819398,20.42289439,8.54912745,78.67869195,0
66.4765625,41.03960832,2.109889079,6.260323586,47.84448161,78.25482063,1.284846524,0.1126059,0
98.8984375,41.42063945,0.450037025,1.540930293,1.503344482,17.15478878,11.99597341,147.7496348,0
119.5703125,46.57481944,0.373986683,0.286938575,75.39548495,86.49297696,0.395047131,-1.661646287,0
133.046875,40.71333845,0.034695166,0.647944304,4.798494983,27.30529181,6.003324829,36.31992406,0
113.5859375,57.36104505,0.206403937,-0.661606668,4.474080268,26.21808773,6.486768204,44.15021749,0
115.40625,45.3790352,0.27042253,0.18623272,2.203177258,15.89713032,9.45990383,105.7732169,0
94.6328125,49.26901142,0.394684481,0.241770384,1.194816054,15.02950298,13.13501439,177.7159495,0
117.828125,53.86181819,0.328567344,-0.051972356,2.68812709,21.39301513,8.449332067,73.334615,0
122.8984375,50.13572825,0.156724664,-0.282954982,9.882107023,40.3739458,4.100577956,15.75374435,0
137.7109375,46.37940551,0.016419042,0.165197047,1.627926421,18.03140672,11.33645402,130.2418431,0
118.84375,48.98986462,0.335433469,0.134275952,0.775083612,11.94617589,17.11545798,312.0611417,0
111.109375,44.41041446,0.318508843,0.196204229,3.235785953,17.65276155,7.536696584,70.52302596,0
101.015625,50.50247277,0.2608497,0.004912289,1.721571906,11.79125446,11.76272451,198.010557,0
25.1015625,50.44053427,3.347547018,10.45598155,89.64632107,72.03009053,0.417781874,-0.84980008,1
123.1875,50.8199564,0.20263543,-0.218687384,1.785117057,17.08638721,11.06653728,131.6406412,0
106.1796875,48.58697639,0.057189523,-0.142287063,1.576086957,12.38296638,11.7559775,181.7040633,0
104.2109375,49.9101775,0.503502599,0.133622394,1.656354515,11.89009599,12.24029792,203.5853417,0
107.4375,44.1343386,0.340164376,0.880671746,1.697324415,11.85525974,12.16142872,203.6682204,0
103.2734375,46.99662801,0.504295246,0.821088334,2.244983278,15.62256589,9.330498457,105.1349415,0
124.9140625,53.75785224,0.260853676,-0.380045294,2.852842809,19.0102969,7.749659935,68.16323345,0
85.4453125,49.86353386,1.314571449,2.081513939,131.3795987,71.98888375,-0.473466462,-0.579712461,1
51.8671875,35.85939798,3.268105214,15.02731718,21.65802676,58.52660783,2.754392126,6.393432547,1
130.8984375,52.55099307,-0.061827667,-0.309242141,3.286789298,17.36521509,7.783492841,75.97670745,0
150.984375,43.86199672,-0.022557584,0.333709395,1.658862876,16.69369977,12.09101439,158.49932,0
143.84375,46.41212084,0.050999573,-0.160202922,2.014214047,14.10355746,10.7635389,148.8167147,0
95.3828125,45.80326836,0.376230068,0.267456334,1.856187291,13.82545469,10.20123452,132.0704106,0
109.1796875,49.08004202,0.152675153,-0.069345956,5.420568562,31.76712208,6.233753222,38.66114671,0
132.7890625,46.79236923,0.074938389,0.017353083,2.25,20.45204543,9.831382616,99.69398016,0
134.375,44.29147068,0.124991718,0.388624143,1.743311037,13.94842976,11.49820811,162.8677609,0
115.6484375,52.80411765,0.229191755,-0.23025811,1.66638796,12.61945891,11.45091494,170.6596442,0
118.828125,50.55444302,0.126804587,-0.069311059,4.265050167,21.66071184,6.70467075,50.80538157,0
124.15625,48.22853109,0.177043419,0.155086328,2.756688963,19.72181526,9.250801079,94.94640787,0
139.5,51.47010662,-0.279949338,-0.379125213,2.085284281,13.98252914,10.37775594,138.0920935,0
73.1875,36.09270832,1.145832284,4.196603218,4.051839465,23.24971295,6.773629978,50.49617843,0
114.140625,48.52395259,0.289198774,0.005767821,2.760869565,17.51591748,8.097562542,77.33204948,0
135.1484375,57.74203,0.097028348,-0.668818021,3.462374582,24.19947944,7.416904648,56.17987829,0
103.4921875,45.93660647,0.088488831,0.048365099,3.404682274,22.91313635,7.456085946,59.02149914,0
83.0625,36.78224563,0.538980864,2.46232529,0.964046823,13.6317875,15.74071208,262.1075052,0
123.375,44.00798933,0.263267608,0.547251201,1.632943144,14.81208554,11.06478983,141.1090313,0
120.390625,51.91462859,0.0206158,-0.357913429,26.76588629,63.62689404,2.106032541,2.78050203,0
143.0625,47.95469053,-0.072039343,0.296130698,2.693979933,19.57252179,9.047343189,90.58223362,0
108.4921875,39.70398203,0.003422714,0.82459259,8.454013378,38.230734,4.767414832,22.19873296,0
111.1015625,45.42384421,0.206371098,-0.075432893,2.909698997,18.64987755,9.505172832,102.3609918,0
128.25,43.5414673,0.084014389,0.09274797,13.97658863,46.34896845,3.312479694,9.950204104,0
39.078125,36.33967558,4.164490187,18.16470068,92.64799331,65.21835465,0.573204141,0.011578999,1
89.46875,36.90040174,0.661990223,2.18534282,1.610367893,12.72353412,10.81406239,156.8406892,0
122.1484375,41.31020036,0.080828361,0.43940351,5.68645485,28.34609652,5.425808396,30.60832641,0
24.484375,41.16544067,4.347698018,18.75114241,109.7892977,82.21609152,0.010425467,-1.259046483,1
